family_id,source_task_id,domain,user_a,user_b,counterfactual_relevance,expected_decision_divergence,minimal_fact_axes,naturalness_review,privacy_review,pair_decision,reviewer,notes
PDR_T37,37,Real Estate,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User14,User18,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User14,User20,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User10,User11,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User10,User18,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User11,User12,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User12,User18,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User12,User19,pending,,,pending,pending,unreviewed,,
PDR_T38,38,Real Estate,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User16,User22,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User16,User23,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User16,User24,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User16,User25,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User22,User23,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User22,User24,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User22,User25,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User23,User24,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User23,User25,pending,,,pending,pending,unreviewed,,
PDR_T39,39,Real Estate,User24,User25,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User10,User21,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User10,User24,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User12,User21,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User12,User24,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User16,User21,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User16,User24,pending,,,pending,pending,unreviewed,,
PDR_T40,40,Real Estate,User21,User24,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User10,User21,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User10,User22,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User13,User21,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User13,User22,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User19,User21,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User19,User22,pending,,,pending,pending,unreviewed,,
PDR_T41,41,Law,User21,User22,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User1,User11,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User1,User12,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User1,User18,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User1,User21,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User11,User12,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User11,User21,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User12,User18,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User12,User21,pending,,,pending,pending,unreviewed,,
PDR_T42,42,Law,User18,User21,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User10,User11,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User10,User18,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User10,User20,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T43,43,Law,User19,User20,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User10,User21,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User13,User21,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User16,User19,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User16,User21,pending,,,pending,pending,unreviewed,,
PDR_T44,44,Law,User19,User21,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User4,User6,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User4,User13,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User4,User22,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User4,User24,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User6,User13,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User6,User22,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User6,User24,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User13,User22,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User13,User24,pending,,,pending,pending,unreviewed,,
PDR_T45,45,Law,User22,User24,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T46,46,Parenting,User16,User17,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T47,47,Parenting,User16,User17,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T48,48,Parenting,User16,User17,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T49,49,Parenting,User16,User17,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T50,50,Parenting,User16,User17,pending,,,pending,pending,unreviewed,,
