task_id,vertical,subtype,title_zh,source_id,source_class,risk_level,primary_signal_mode,paper_first,paper_first_rank,primary_deliverable_type,primary_deliverable_zh,task_prompt_zh,environment_binding_status
DR017,deep_research,prior_art,隐私保护个性化检索的先前技术检索,real_workflow_adaptation,adapted_real_world,high,interactive_information_acquisition,False,,prior_art_dossier,一份逐文献族映射技术要素、日期和证据来源的先前技术检索档案。,"研发研究者需要对本地用户画像与服务器检索结合的技术进行论文、专利和产品公开材料检索，追踪技术要素、组合关系与公开日期；任务不作申请、权利要求或商业决策。

请完成以下长程工作：
1. 把目标技术拆成可检索要素、同义词和组合关系；
2. 跨论文、专利族、标准、代码和产品文档进行迭代检索；
3. 核验优先权、公开日、权利状态、实现证据和实体关系；
4. 建立要素覆盖、相似性、组合公开与负检索记录；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份逐文献族映射技术要素、日期和证据来源的先前技术检索档案。",pending
DR018,deep_research,prior_art,电子表格公式修复智能体的先前技术能力图谱,real_workflow_adaptation,adapted_real_world,medium,explicit_constraints,False,,prior_art_atlas,一份将实体与检测—定位—修复—验证—解释能力逐项关联的先前技术图谱。,"技术研究者需要识别跨工作表公式错误检测、定位、修复、验证和解释相关的论文、代码、专利与产品公开能力，并核对日期和可复现证据；任务不提出产品定位或原型计划。

请完成以下长程工作：
1. 冻结能力分解、时间窗、实体类型和证据阈值；
2. 跨学术、开源、专利和产品文档进行多轮检索；
3. 消歧产品、公司、项目和专利族并核验功能边界；
4. 关联能力宣称、公开日期、实现、评测、失败与缺失证据；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份将实体与检测—定位—修复—验证—解释能力逐项关联的先前技术图谱。",pending
DR019,deep_research,conflicting_evidence,抗老与提亮护肤成分的证据冲突图谱,pdr_bench,existing_benchmark_derived,medium,goal_tradeoff,False,,evidence_dossier,一份逐成分呈现支持、反对和不确定证据及冲突来源的证据档案。,"健康信息研究者需要比较抗老与提亮相关护肤成分在功效、刺激、肤质适用和证据质量上的冲突，并区分机制、临床试验、监管声明和营销材料；任务不推荐品牌、产品或个人护肤方案。

请完成以下长程工作：
1. 冻结成分、结果、肤质、浓度范围、年份和研究类型；
2. 跨论文、系统综述、监管材料和成分数据库检索；
3. 抽取样本、配方、浓度、持续时间、结果、不良反应和资金来源；
4. 解释冲突来自剂量、配方、终点、偏倚还是人群差异；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份逐成分呈现支持、反对和不确定证据及冲突来源的证据档案。",pending
DR020,deep_research,conflicting_evidence,亲子沟通干预的效果与情境冲突证据审计,pdr_bench,existing_benchmark_derived,high,knowledge_and_audience,True,4,evidence_dossier,一份按干预、年龄和情境呈现证据方向与冲突来源的研究证据档案。,"心理与教育研究者需要综合亲子共读、情绪训练、游戏、角色扮演和冲突解决干预的效果，识别年龄、家庭结构、实施者和结果指标导致的证据冲突；任务不制定家庭活动计划。

请完成以下长程工作：
1. 冻结年龄段、干预类型、结果、研究设计和随访时间；
2. 跨数据库、指南、试验注册与引用链检索；
3. 抽取实施强度、对照、效应、依从、失访、偏倚与情境；
4. 按冲突来源综合一致、异质、无效和不确定结果；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份按干预、年龄和情境呈现证据方向与冲突来源的研究证据档案。",pending
DR021,deep_research,temporal_update,罕见病临床试验状态与结果披露的时点差分,livedrbench,existing_benchmark_derived,medium,history_grounded_latent_preference,False,,versioned_trial_dossier,一份逐试验记录两个时点状态、字段差分、结果披露与冲突证据的版本化临床试验档案。,"临床研究信息团队需要发现指定罕见病的干预性试验，并在两个冻结时点之间核验招募状态、中心、主要终点、方案版本、结果披露和关联论文的变化。

请完成以下长程工作：
1. 冻结疾病本体、干预类型、国家、阶段、登记库和两个检索时点；
2. 跨试验注册库、监管材料、论文、方案与资助记录发现并消歧试验；
3. 对齐试验标识、方案版本、中心、状态、终点、结果与论文关系；
4. 重查变动字段并审计未更新记录、结果延迟、登记—论文冲突和遗漏试验；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份逐试验记录两个时点状态、字段差分、结果披露与冲突证据的版本化临床试验档案。",pending
DR022,deep_research,temporal_update,AI 监管更新的条款级差分与旧状态残留审计,plhkw_authored,newly_authored,high,interactive_information_acquisition,True,5,versioned_diff_dossier,一份将更新前后条款、依赖影响和旧状态残留统一记录的版本化法规差分档案。,"政策研究进行到中途时，目标市场发布新的实施规则或延迟生效通知；研究者必须核验权威性、定位变化范围并保留未受影响证据，任务不重算产品发布决策。

请完成以下长程工作：
1. 冻结更新前法规版本、条款表、检索时间和证据哈希；
2. 核验新文件的发布机构、法律地位、适用范围、生效与替代关系；
3. 建立受影响条款、依赖条款和未受影响条款的差分；
4. 扫描旧规则残留、相互矛盾来源、缺失历史版本和未解决问题；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份将更新前后条款、依赖影响和旧状态残留统一记录的版本化法规差分档案。",pending
DR023,deep_research,entity_exhaustive,量子网络研究团队与成果的可核验全景,deepresearch_bench,existing_benchmark_derived,medium,explicit_constraints,False,,entity_catalog,一份逐团队关联方向、成果、合作、资助与来源证据的量子网络实体目录。,"科研信息团队需要识别全球量子网络主要研究团队，并核对方向、代表成果、合作、资助和产业转化证据；任务建立实体全景，不按名气排名或形成合作短名单。

请完成以下长程工作：
1. 冻结团队实体定义、主题、时间窗、成果类型和纳入标准；
2. 跨机构主页、论文、项目、资助、专利和公司记录发现团队；
3. 消歧实验室、负责人、机构变更和合作关系；
4. 核验成果与资助日期并执行遗漏搜索、覆盖率和别名审计；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份逐团队关联方向、成果、合作、资助与来源证据的量子网络实体目录。",pending
DR024,deep_research,entity_exhaustive,水务技术产业化案例的全球枚举与可比性审计,plhkw_authored,newly_authored,medium,goal_tradeoff,False,,case_catalog,一份逐案例带实体关系、标准化经济指标和证据质量的水务产业化案例目录。,"产业研究团队需要枚举近十年水务技术规模化应用案例，核验公司—技术—项目关系、经济收益口径、规模、时间和第三方证据；任务建立案例库，不给出研发方向或合作推荐。

请完成以下长程工作：
1. 冻结产业化、规模、经济收益、同类企业和时间窗定义；
2. 跨公司文件、公共采购、监管、行业和学术来源枚举案例；
3. 合并公司—技术—项目别名并抽取成本、收益、规模和运行期限；
4. 统一经济指标并审计第三方证据、幸存者偏差和遗漏；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一份逐案例带实体关系、标准化经济指标和证据质量的水务产业化案例目录。",pending
SW001,software_engineering,feature_implementation,为 Web 服务加入可配置缓存层,swe_bench_verified,existing_benchmark_derived,medium,knowledge_and_audience,True,6,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"在给定 Web 框架仓库中实现可配置的读缓存，处理失效、并发、错误回退和兼容性。

请完成以下长程工作：
1. 调查现有扩展点与调用路径；
2. 比较至少两种实现并记录决策；
3. 实现功能、迁移说明和回退；
4. 补充单元、集成和回归测试；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW002,software_engineering,feature_implementation,为科学数组库增加流式导出,swe_bench_verified,existing_benchmark_derived,medium,history_grounded_latent_preference,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"为处理超内存数据的科学数组仓库加入分块流式导出，并保持元数据与坐标语义。

请完成以下长程工作：
1. 追踪读取、编码和写出链路；
2. 调查后端限制与已有约定；
3. 实现可取消、可恢复的导出路径；
4. 验证数值、元数据、内存峰值与兼容性；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW003,software_engineering,feature_implementation,为模型评估 API 增加可插拔指标,swe_bench_verified,existing_benchmark_derived,medium,interactive_information_acquisition,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"在机器学习库中增加可插拔评估指标，兼容现有 scorer、交叉验证和序列化行为。

请完成以下长程工作：
1. 定位公共 API、内部路由和弃用约束；
2. 设计注册机制与错误语义；
3. 实现并覆盖多输出、样本权重和并行运行；
4. 补充示例与升级说明；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW004,software_engineering,feature_implementation,为轻量 API 框架增加审计日志,swe_bench_verified,existing_benchmark_derived,high,explicit_constraints,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"在不泄漏敏感载荷的前提下，为轻量 API 框架增加可扩展审计日志与请求关联。

请完成以下长程工作：
1. 分析请求生命周期与扩展接口；
2. 设计字段、脱敏、采样和失败策略；
3. 实现同步与异步处理兼容；
4. 测试隐私、性能和异常路径；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW005,software_engineering,feature_implementation,为插件系统加入可替换的语义搜索后端,real_workflow_adaptation,adapted_real_world,medium,goal_tradeoff,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"为已有插件系统加入语义搜索能力，同时允许本地索引、数据库扩展或托管服务作为可替换后端。

请完成以下长程工作：
1. 调查仓库接口与部署模型；
2. 定义后端协议、索引生命周期和错误降级；
3. 实现至少一个参考后端与契约测试；
4. 记录不同部署条件下的选型；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW006,software_engineering,debugging_remediation,修复时区序列化回归,swe_bench_verified,existing_benchmark_derived,medium,knowledge_and_audience,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"给定 Web 框架中的时区序列化回归和失败测试，定位跨层根因并提供低风险修复。

请完成以下长程工作：
1. 复现并最小化失败；
2. 追踪解析、规范化和序列化路径；
3. 比较局部修补与语义统一方案；
4. 实现修复并增加边界回归测试；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW007,software_engineering,debugging_remediation,诊断符号化简的内存爆炸,swe_bench_verified,existing_benchmark_derived,medium,history_grounded_latent_preference,True,7,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"符号计算库在特定表达式上出现内存爆炸，需要定位算法路径并选择修复或保护策略。

请完成以下长程工作：
1. 构造最小复现与规模曲线；
2. 定位递归、缓存或组合爆炸点；
3. 比较精确修复、启发式剪枝和资源上限；
4. 验证正确性与性能回归；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW008,software_engineering,debugging_remediation,修复日期坐标绘图回归,swe_bench_verified,existing_benchmark_derived,low,interactive_information_acquisition,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"绘图库升级后某类日期坐标、时区和缺失值组合出现渲染回归，需要跨转换器、刻度和后端定位。

请完成以下长程工作：
1. 复现并比较受影响后端；
2. 二分定位语义变化；
3. 检查公共 API 与视觉输出兼容；
4. 补充数值断言和图像回归测试；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW009,software_engineering,debugging_remediation,修复网络重试导致的分布式测试不稳定,swe_bench_verified,existing_benchmark_derived,medium,explicit_constraints,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"测试框架与 HTTP 客户端组合在网络抖动时出现不稳定重试、重复副作用和偶发超时。

请完成以下长程工作：
1. 从日志和测试轨迹区分产品 bug 与测试脆弱性；
2. 建立故障注入复现；
3. 比较幂等、退避、fixture 隔离和虚拟时钟方案；
4. 实施修复并验证重复运行稳定性；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW010,software_engineering,refactor_optimization,重构大数组管线以降低峰值内存,swe_bench_verified,existing_benchmark_derived,medium,goal_tradeoff,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"科学数据管线功能正确但峰值内存过高，需要在不改变结果与 API 的前提下重构。

请完成以下长程工作：
1. 测量阶段性内存与 I/O；
2. 识别复制、物化和缓存热点；
3. 比较分块、惰性计算与算法替换；
4. 实施并做真实性能与回归验证；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW011,software_engineering,refactor_optimization,重构文档构建缓存与依赖跟踪,swe_bench_verified,existing_benchmark_derived,low,knowledge_and_audience,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"大型文档站增量构建缓慢且偶发使用陈旧缓存，需要重构依赖跟踪。

请完成以下长程工作：
1. 分析构建图与缓存键；
2. 识别漏依赖和过度失效；
3. 比较保守正确性与细粒度增量策略；
4. 实现并用变更矩阵验证；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW012,software_engineering,refactor_optimization,迁移模型持久化 API 并控制弃用风险,real_workflow_adaptation,adapted_real_world,high,history_grounded_latent_preference,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"机器学习库需要重构模型持久化接口以支持新格式，同时避免破坏旧模型和下游插件。

请完成以下长程工作：
1. 调查序列化协议、版本检查和插件使用；
2. 设计双读/双写或转换策略；
3. 实现迁移、告警和回滚；
4. 验证跨版本、跨平台和安全边界；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW013,software_engineering,architecture_dependency,为知识产品选择向量检索架构,plhkw_authored,newly_authored,medium,interactive_information_acquisition,True,8,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"一个已有全文搜索产品要增加语义检索，需要在本地库、PostgreSQL 扩展和托管向量服务之间选择并完成最小实现。

请完成以下长程工作：
1. 调查仓库、数据流和部署约束；
2. 建立成本、延迟、隐私、恢复和锁定比较；
3. 写 ADR 并实现最小端到端切片；
4. 用统一相关性与故障测试验证；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW014,software_engineering,architecture_dependency,为后台任务选择队列与一致性方案,plhkw_authored,newly_authored,high,explicit_constraints,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"单体应用需要加入可重试后台任务，必须在数据库队列、消息中间件和托管队列之间选择。

请完成以下长程工作：
1. 调查事务边界、失败语义和部署现状；
2. 比较至少一次、幂等、顺序和可观测性；
3. 实现一条代表性任务链与故障注入；
4. 给出扩展和回滚条件；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW015,software_engineering,architecture_dependency,为服务建立可用性优先的可观测性方案,plhkw_authored,newly_authored,high,goal_tradeoff,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"在线服务缺少统一日志、指标和追踪，需要选择最小但可维护的可观测性架构并接入仓库。

请完成以下长程工作：
1. 调查关键用户路径和故障模式；
2. 设计 SLI/SLO、采样和数据保留；
3. 比较开源自托管与托管方案；
4. 实现关键路径并验证开销和告警；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW016,software_engineering,repo_investigation_modification,跨仓库安全配置审计与最小修复,real_workflow_adaptation,adapted_real_world,high,knowledge_and_audience,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"一个服务仓库包含应用代码、容器和 CI 配置，需要调查凭据、权限、依赖和默认暴露面，并实施不破坏部署的修复。

请完成以下长程工作：
1. 建立入口点、秘密和信任边界地图；
2. 使用静态检查与依赖公告核验问题；
3. 区分真实可利用性和扫描噪声；
4. 实施最小修复、测试和部署说明；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW017,software_engineering,repo_investigation_modification,科学代码仓库的跨版本 API 迁移,scienceagentbench,adapted_real_world,high,history_grounded_latent_preference,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"科学分析仓库依赖的核心库发生 API 变更，需要理解论文工作流、迁移实现并保证主要数值结果。

请完成以下长程工作：
1. 运行基线并识别真正使用的路径；
2. 查阅新旧 API 和行为差异；
3. 实施迁移与兼容层；
4. 在清洁环境复现主要表/图或数值检查；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
SW018,software_engineering,repo_investigation_modification,在资源约束下复现论文算法并形成可维护代码,paperbench,existing_benchmark_derived,high,interactive_information_acquisition,False,,repository_commit,一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。,"给定论文、允许的资源和空白代码仓库，复现核心算法与至少一项主结果，同时产出可维护实现。

请完成以下长程工作：
1. 解析论文方法、数据和评估依赖；
2. 制定资源适配的复现计划；
3. 实现、运行实验并记录偏差；
4. 在清洁容器重跑并编写复现文档；

交付约束：只提交下面一个主要交付物。步骤中产生的表、图、日志、测试或说明必须嵌入该交付物或作为其内部组成，不得另列第二交付物。
最终交付：一个完成请求并在同一仓库提交中内含实现、测试和必要文档的可验证代码提交。",pending
