candidate_id,vertical,title,source_id,selection_status,relevance,counterfactual_separability,invariant_core,objective_verifier,long_horizon,total,primary_hold_reason,human_validated
CAND_SW_RES_09,software_engineering,修复 Windows 路径回归,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_10,software_engineering,修复解析器 Unicode 边界,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_11,software_engineering,修复数据库连接池饥饿,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_12,software_engineering,修复缓存键碰撞,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_13,software_engineering,重构插件加载,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_14,software_engineering,重构数据校验管线,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_15,software_engineering,重构异步批处理,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_16,software_engineering,重构权限检查,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_17,software_engineering,优化图遍历热点,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_18,software_engineering,优化序列化内存,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_19,software_engineering,选择认证依赖,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_20,software_engineering,选择配置中心,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_21,software_engineering,选择文件存储后端,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_22,software_engineering,选择 RPC 方案,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_23,software_engineering,调查弃用 API,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_24,software_engineering,调查跨模块状态污染,swe_bench_verified,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_25,software_engineering,调查构建不可复现,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_26,software_engineering,调查测试覆盖缺口,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_27,software_engineering,迁移 Python 版本,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_28,software_engineering,迁移数据库 schema,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_29,software_engineering,增加多租户隔离,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_30,software_engineering,增加隐私删除流程,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_31,software_engineering,增加兼容性模式,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_32,software_engineering,增加插件沙盒,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_33,software_engineering,构建发布自动化,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_34,software_engineering,构建回滚验证,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_35,software_engineering,设计速率限制,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
CAND_SW_RES_36,software_engineering,设计特征开关,real_workflow_adaptation,reserve_not_rejected,2,1,2,1,2,8,environment_binding_or_counterfactual_screen_pending,False
